loan_amnt,term,int_rate,installment,grade,emp_length,home_ownership,annual_inc,loan_status,purpose,dti,delinq_2yrs,revol_util,total_acc
10000,36,0.1588,350.98,C,10+ years,MORTGAGE,77000.0,Fully Paid,debt_consolidation,10.01,0,0.715,13
4900,36,0.0967,157.36,B,10+ years,MORTGAGE,110000.0,Fully Paid,debt_consolidation,19.38,0,0.78900003,19
15000,36,0.1016,485.14,B,7 years,OWN,39000.0,Fully Paid,credit_card,16.52,0,0.275,12
25000,60,0.1719,623.88,E,10+ years,MORTGAGE,113500.0,Fully Paid,debt_consolidation,10.7,0,0.746,48
7000,36,0.053200003,210.81,A,2 years,RENT,60000.0,Fully Paid,credit_card,18.65,0,0.27899998,36
2700,36,0.1042,87.66,B,3 years,RENT,41000.0,Fully Paid,other,30.56,4,0.26299998,26
8000,36,0.0735,248.3,A,10+ years,MORTGAGE,90000.0,Fully Paid,home_improvement,31.71,0,0.644,25
30000,60,0.1262,676.78,C,10+ years,RENT,32000.0,Charged Off,credit_card,8.51,0,0.32799998,23
20000,60,0.23629999,571.08,F,9 years,MORTGAGE,55000.0,Fully Paid,debt_consolidation,14.92,0,0.727,19
18000,60,0.1262,406.07,C,10+ years,RENT,80000.0,Fully Paid,credit_card,11.91,0,0.346,19
19125,60,0.1855,491.39,D,10+ years,MORTGAGE,55000.0,Charged Off,credit_card,17.65,0,0.575,29
2000,36,0.1091,65.4,B,3 years,RENT,60000.0,Fully Paid,medical,10.9,0,0.0,21
16000,36,0.106400006,521.1,B,10+ years,MORTGAGE,56000.0,Fully Paid,debt_consolidation,18.38,0,0.91400003,22
17475,36,0.060300004,531.87,A,10+ years,MORTGAGE,153000.0,Fully Paid,debt_consolidation,29.99,0,0.71800005,25
16100,60,0.0971,339.79,B,10+ years,MORTGAGE,75000.0,Fully Paid,home_improvement,8.48,1,0.207,26
19575,36,0.1505,679.06,C,10+ years,RENT,65000.0,Fully Paid,debt_consolidation,7.29,1,0.437,10
9000,36,0.070700005,278.19,A,3 years,RENT,58000.0,Fully Paid,credit_card,14.84,0,0.078,33
17000,36,0.0925,542.58,A,2 years,MORTGAGE,110000.0,Fully Paid,debt_consolidation,9.56,0,0.565,20
6000,36,0.1311,202.49,B,< 1 year,MORTGAGE,45000.0,Fully Paid,debt_consolidation,14.94,0,0.891,17
16000,36,0.1311,539.96,B,10+ years,MORTGAGE,40000.0,Fully Paid,credit_card,20.01,0,0.65699995,24
3000,36,0.1311,101.25,B,< 1 year,RENT,35000.0,Fully Paid,debt_consolidation,8.88,0,0.815,25
5000,36,0.14220001,171.43,C,1 year,MORTGAGE,102996.0,Fully Paid,other,18.73,1,0.89,20
3000,36,0.1825,108.84,D,10+ years,RENT,46980.0,Fully Paid,moving,15.68,0,0.376,11
5500,36,0.1433,188.86,C,6 years,OWN,20000.0,Fully Paid,credit_card,28.8,0,0.66800004,7
14000,36,0.1273,469.93,C,9 years,MORTGAGE,90000.0,Fully Paid,other,24.39,0,0.69699997,41
10000,36,0.1727,357.88,C,8 years,MORTGAGE,73000.0,Fully Paid,home_improvement,12.71,0,0.679,24
15000,36,0.1849,545.99,D,10+ years,OTHER,41016.0,Charged Off,credit_card,16.35,2,0.692,41
11000,36,0.0721,340.71,A,10+ years,MORTGAGE,100000.0,Fully Paid,home_improvement,3.19,2,0.051999997,15
6000,36,0.1602,211.01,C,10+ years,RENT,75000.0,Fully Paid,major_purchase,19.98,0,0.736,20
35000,36,0.079,1095.16,A,10+ years,MORTGAGE,145000.0,Fully Paid,home_improvement,20.7,0,0.0,33
9000,36,0.1433,309.05,C,5 years,MORTGAGE,59000.0,Fully Paid,debt_consolidation,25.2,0,0.71699995,20
12000,60,0.088999994,248.52,A,1 year,RENT,50000.0,Charged Off,small_business,3.89,0,0.023,26
9250,36,0.1311,312.16,B,< 1 year,RENT,28000.0,Fully Paid,credit_card,24.51,0,0.508,16
10000,36,0.1777,360.38,D,< 1 year,RENT,60000.0,Fully Paid,debt_consolidation,16.1,0,0.38099998,15
10000,36,0.1091,326.97,B,< 1 year,RENT,39000.0,Fully Paid,debt_consolidation,24.86,0,0.395,16
15000,60,0.1602,364.94,C,2 years,MORTGAGE,95000.0,Fully Paid,other,7.25,0,0.294,37
10000,36,0.2291,386.63,E,3 years,RENT,55000.0,Charged Off,debt_consolidation,29.44,0,0.632,13
19975,36,0.1016,646.04,B,< 1 year,MORTGAGE,88400.0,Fully Paid,debt_consolidation,11.99,0,0.704,29
6000,36,0.1408,205.3,C,6 years,MORTGAGE,60000.0,Fully Paid,credit_card,21.04,0,0.636,9
18000,36,0.1299,606.41,B,6 years,RENT,60000.0,Fully Paid,debt_consolidation,13.86,0,0.45599997,17
5375,36,0.1114,176.33,B,6 years,MORTGAGE,29000.0,Fully Paid,debt_consolidation,14.11,0,0.41799998,11
4000,36,0.1433,137.36,C,10+ years,MORTGAGE,40000.0,Fully Paid,medical,11.9,4,0.236,20
10000,36,0.2,371.64,D,10+ years,OWN,46000.0,Charged Off,debt_consolidation,24.71,0,0.834,29
15250,36,0.1367,518.77,B,8 years,MORTGAGE,65000.0,Fully Paid,medical,11.45,0,0.462,22
15025,36,0.119899996,498.98,B,6 years,MORTGAGE,200000.0,Fully Paid,debt_consolidation,7.75,0,0.031,13
21850,60,0.21700001,599.76,E,1 year,RENT,50000.0,Fully Paid,debt_consolidation,21.07,0,0.512,25
10000,36,0.0967,321.13,B,,MORTGAGE,42360.0,Fully Paid,credit_card,16.54,0,0.831,17
10000,36,0.19049999,366.82,D,7 years,RENT,54000.0,Fully Paid,credit_card,17.98,0,0.598,34
7000,36,0.119899996,232.47,B,10+ years,RENT,32300.0,Fully Paid,debt_consolidation,15.68,0,0.507,23
11000,36,0.106400006,358.26,B,5 years,RENT,36000.0,Charged Off,debt_consolidation,25.17,1,0.23799999,14
7500,36,0.1042,243.49,B,2 years,MORTGAGE,92000.0,Fully Paid,home_improvement,19.72,0,0.55,17
24000,36,0.123500004,801.17,B,7 years,RENT,90000.0,Charged Off,credit_card,12.59,0,0.732,26
3700,36,0.0925,118.09,B,4 years,RENT,36000.0,Fully Paid,medical,11.4,0,0.34,15
10000,36,0.1602,351.67,C,3 years,MORTGAGE,50000.0,Fully Paid,debt_consolidation,14.91,0,0.32099998,26
9000,36,0.066199996,276.34,A,10+ years,OWN,140000.0,Fully Paid,debt_consolidation,15.95,0,0.22700001,38
5000,60,0.1929,130.51,E,2 years,RENT,36000.0,Charged Off,other,5.1,0,0.273,3
20000,36,0.1602,703.34,C,10+ years,OWN,80000.0,Fully Paid,debt_consolidation,30.24,0,0.522,22
8400,36,0.0971,269.91,B,3 years,MORTGAGE,120000.0,Fully Paid,home_improvement,19.97,0,0.622,29
6000,36,0.094399996,192.03,B,1 year,MORTGAGE,255000.0,Fully Paid,vacation,11.88,0,0.66800004,32
13000,60,0.21450001,355.0,D,7 years,MORTGAGE,36120.0,Fully Paid,debt_consolidation,13.02,0,0.864,20
12000,36,0.099300005,386.82,B,8 years,OWN,42000.0,Fully Paid,credit_card,31.91,0,0.86300004,14
8000,36,0.1531,278.54,C,3 years,MORTGAGE,47000.0,Fully Paid,debt_consolidation,24.28,0,0.79800004,24
15000,36,0.0788,469.22,A,9 years,RENT,42500.0,Fully Paid,small_business,19.37,0,0.34,29
8325,36,0.060300004,253.38,A,5 years,MORTGAGE,65000.0,Fully Paid,debt_consolidation,27.93,0,0.241,28
17000,36,0.0735,527.64,A,1 year,MORTGAGE,78000.0,Fully Paid,credit_card,7.63,0,0.587,5
17000,36,0.070700005,525.46,A,2 years,RENT,100000.0,Fully Paid,credit_card,21.68,0,0.002,38
7000,36,0.1359,237.86,C,< 1 year,RENT,35000.0,Fully Paid,debt_consolidation,20.97,0,0.569,8
7975,36,0.162,281.17,C,10+ years,RENT,49900.0,Fully Paid,debt_consolidation,27.01,0,0.449,55
20000,36,0.1262,670.23,C,4 years,MORTGAGE,150000.0,Fully Paid,debt_consolidation,12.26,1,0.271,32
8000,36,0.0999,258.1,B,6 years,MORTGAGE,45000.0,Fully Paid,credit_card,18.91,0,0.56700003,17
20000,36,0.0762,623.23,A,1 year,MORTGAGE,65000.0,Fully Paid,credit_card,19.09,0,0.758,16
14400,60,0.1359,332.01,C,< 1 year,RENT,32000.0,Fully Paid,debt_consolidation,15.38,0,0.081,28
4200,36,0.099300005,135.39,B,6 years,MORTGAGE,45000.0,Charged Off,debt_consolidation,25.71,0,0.548,34
5000,60,0.1361,115.34,C,10+ years,MORTGAGE,45000.0,Fully Paid,home_improvement,9.84,0,0.036,24
17475,36,0.079,546.8,A,9 years,MORTGAGE,90000.0,Fully Paid,home_improvement,6.4,0,0.001,18
11200,36,0.171,399.87,C,4 years,RENT,42000.0,Fully Paid,debt_consolidation,14.06,0,0.679,13
28750,36,0.0721,890.48,A,10+ years,MORTGAGE,123000.0,Fully Paid,debt_consolidation,21.07,0,0.144,65
16200,60,0.26299998,487.92,E,2 years,MORTGAGE,350000.0,Fully Paid,debt_consolidation,13.11,1,0.715,35
16000,60,0.099300005,339.41,B,2 years,OWN,40000.0,Fully Paid,small_business,12.96,0,0.103999995,17
5000,36,0.1825,181.39,D,2 years,RENT,41000.0,Fully Paid,credit_card,13.54,0,0.535,13
17625,36,0.1409,603.16,B,2 years,RENT,49000.0,Fully Paid,other,12.02,2,0.003,22
6250,36,0.1311,210.92,B,3 years,RENT,21350.0,Fully Paid,debt_consolidation,28.61,0,0.24,27
12500,36,0.079,391.13,A,10+ years,RENT,93600.0,Fully Paid,credit_card,5.44,2,0.378,25
35000,60,0.1505,833.57,C,4 years,MORTGAGE,215000.0,Charged Off,home_improvement,8.04,0,0.024,19
36000,60,0.094399996,755.02,B,7 years,MORTGAGE,92500.0,Fully Paid,home_improvement,8.19,0,0.161,10
9500,36,0.123500004,317.13,B,8 years,MORTGAGE,61000.0,Fully Paid,debt_consolidation,34.27,0,0.20899999,61
5000,36,0.0797,156.62,A,8 years,OWN,80000.0,Fully Paid,house,9.96,0,0.072,26
12000,36,0.075100005,276.89,A,10+ years,MORTGAGE,88000.0,Fully Paid,debt_consolidation,6.37,0,0.3,37
7500,36,0.0672,230.62,A,2 years,MORTGAGE,43000.0,Fully Paid,debt_consolidation,23.47,0,0.20799999,15
24000,60,0.1408,559.44,C,10+ years,MORTGAGE,120000.0,Charged Off,credit_card,23.98,0,0.218,56
10000,60,0.119899996,222.4,B,5 years,MORTGAGE,52000.0,Fully Paid,credit_card,21.53,0,0.414,24
12750,36,0.1359,433.24,C,5 years,RENT,78000.0,Fully Paid,debt_consolidation,22.15,0,0.76,13
22000,36,0.21149999,830.55,E,9 years,RENT,49700.0,Fully Paid,credit_card,14.49,0,0.819,25
6200,36,0.16290002,218.87,C,9 years,RENT,30000.0,Fully Paid,car,22.08,0,0.65099996,19
7000,36,0.18059999,253.28,D,10+ years,RENT,68000.0,Charged Off,debt_consolidation,9.42,0,0.86,5
12000,36,0.066199996,368.45,A,2 years,RENT,98000.0,Fully Paid,debt_consolidation,7.61,0,0.305,10
35000,60,0.2148,956.35,E,10+ years,RENT,118790.0,Fully Paid,debt_consolidation,19.62,0,0.72099996,27
26500,60,0.2328,751.32,F,10+ years,MORTGAGE,59000.0,Charged Off,debt_consolidation,20.89,0,0.916,34
14000,36,0.16290002,494.21,C,10+ years,OWN,210000.0,Fully Paid,debt_consolidation,9.71,0,0.815,40
25000,36,0.088999994,793.84,A,10+ years,MORTGAGE,103000.0,Fully Paid,debt_consolidation,11.32,0,0.515,47
4800,36,0.158,168.29,C,3 years,RENT,85000.0,Charged Off,car,14.75,0,0.873,25
8000,36,0.1155,264.0,B,8 years,RENT,55000.0,Fully Paid,debt_consolidation,4.07,0,0.512,12
32000,36,0.158,1121.87,C,10+ years,RENT,75000.0,Fully Paid,debt_consolidation,19.55,0,0.946,14
9600,36,0.1353,325.92,B,2 years,RENT,32000.0,Fully Paid,credit_card,9.97,0,0.33400002,14
24000,36,0.066199996,736.89,A,7 years,MORTGAGE,83000.0,Fully Paid,debt_consolidation,24.67,0,0.41900003,21
5600,36,0.1305,188.83,B,10+ years,OWN,46365.0,Fully Paid,credit_card,21.59,0,0.94,26
17000,36,0.121199995,565.62,B,6 years,MORTGAGE,46318.0,Fully Paid,debt_consolidation,17.82,0,0.35599998,35
15000,36,0.1114,492.08,B,< 1 year,RENT,45000.0,Fully Paid,debt_consolidation,23.07,0,0.74,18
24775,36,0.17559999,890.22,D,3 years,RENT,100000.0,Fully Paid,debt_consolidation,10.25,0,0.91400003,18
11875,36,0.1433,407.77,C,1 year,RENT,34000.0,Charged Off,credit_card,22.38,2,0.925,32
13600,36,0.1359,462.12,C,10+ years,OWN,40000.0,Fully Paid,debt_consolidation,27.63,0,0.439,14
11600,36,0.26299998,469.23,E,4 years,MORTGAGE,57179.0,Charged Off,debt_consolidation,30.25,0,0.823,30
10575,36,0.1531,368.2,C,5 years,RENT,36004.8,Fully Paid,credit_card,2.13,0,0.959,16
15350,36,0.19049999,563.06,D,4 years,RENT,90000.0,Charged Off,small_business,15.73,3,0.135,17
12650,36,0.0735,392.63,A,10+ years,MORTGAGE,110000.0,Charged Off,major_purchase,15.7,0,0.83199996,17
30000,60,0.3065,982.62,F,10+ years,RENT,68641.0,Charged Off,other,19.91,0,0.731,16
10800,36,0.1114,354.3,B,5 years,RENT,57000.0,Fully Paid,debt_consolidation,18.32,0,0.517,18
31300,60,0.245,909.55,F,10+ years,RENT,70000.0,Fully Paid,debt_consolidation,13.11,1,1.025,13
14400,36,0.121199995,479.12,B,2 years,RENT,58000.0,Fully Paid,credit_card,27.29,0,0.765,25
3000,60,0.231,84.75,E,7 years,RENT,51788.0,Fully Paid,debt_consolidation,11.36,0,0.428,19
30000,36,0.1409,1026.65,B,8 years,RENT,240000.0,Fully Paid,credit_card,11.74,1,0.83599997,17
9600,60,0.103599995,162.83,B,10+ years,MORTGAGE,80000.0,Charged Off,car,12.58,1,0.544,24
15000,36,0.1855,546.44,D,6 years,RENT,45000.0,Fully Paid,debt_consolidation,19.68,0,0.91400003,20
14600,36,0.1825,529.66,D,1 year,RENT,145000.0,Charged Off,debt_consolidation,4.78,0,0.507,8
19000,36,0.1461,655.03,D,1 year,MORTGAGE,88200.0,Fully Paid,small_business,5.56,0,0.443,40
6400,36,0.106400006,208.44,B,10+ years,RENT,35000.0,Fully Paid,debt_consolidation,14.67,0,0.655,23
17050,36,0.119899996,566.23,B,10+ years,RENT,90000.0,Fully Paid,debt_consolidation,25.96,0,0.342,22
21000,36,0.106400006,683.94,B,10+ years,MORTGAGE,85000.0,Fully Paid,debt_consolidation,22.63,0,0.703,19
11000,36,0.1408,376.39,C,1 year,RENT,60000.0,Fully Paid,debt_consolidation,14.8,1,0.133,18
13000,60,0.118599996,288.26,B,< 1 year,RENT,42000.0,Fully Paid,debt_consolidation,23.2,0,0.24700001,26
20000,36,0.1777,720.75,D,4 years,RENT,50000.0,Fully Paid,debt_consolidation,16.94,0,0.76699996,25
10000,36,0.0762,311.62,A,3 years,RENT,90000.0,Fully Paid,debt_consolidation,8.75,0,0.367,21
10000,36,0.121199995,332.72,B,6 years,MORTGAGE,90000.0,Fully Paid,debt_consolidation,20.88,0,0.64599997,18
2500,36,0.121199995,83.18,B,5 years,OWN,56000.0,Fully Paid,major_purchase,17.68,0,0.82199997,16
36000,60,0.1262,812.13,C,10+ years,MORTGAGE,58000.0,Charged Off,debt_consolidation,40.49,0,0.473,53
12000,36,0.066199996,368.45,A,6 years,RENT,100000.0,Fully Paid,debt_consolidation,9.06,0,0.148,34
3000,36,0.1262,100.54,C,1 year,OWN,150000.0,Charged Off,debt_consolidation,13.12,0,0.834,23
10000,36,0.17559999,359.33,D,5 years,RENT,38000.0,Fully Paid,debt_consolidation,23.27,0,0.635,16
8725,36,0.0932,278.74,A,10+ years,MORTGAGE,52000.0,Charged Off,small_business,16.59,0,0.41099998,22
24000,36,0.1353,814.8,B,< 1 year,RENT,135000.0,Fully Paid,debt_consolidation,6.05,0,0.324,28
15000,36,0.1531,522.26,C,8 years,MORTGAGE,80000.0,Fully Paid,credit_card,17.45,1,0.289,24
9600,36,0.0797,300.7,A,3 years,RENT,65000.0,Fully Paid,debt_consolidation,15.84,0,0.35900003,32
30000,36,0.105900005,729.82,B,4 years,MORTGAGE,275000.0,Fully Paid,home_improvement,8.15,0,0.025,52
24000,60,0.22950001,675.89,F,7 years,MORTGAGE,70000.0,Fully Paid,debt_consolidation,14.73,0,0.773,19
4125,60,0.1269,93.21,B,10+ years,MORTGAGE,36000.0,Fully Paid,car,17.73,0,0.376,21
2800,36,0.171,99.97,C,10+ years,MORTGAGE,65000.0,Fully Paid,other,10.3,0,0.84699994,21
30000,36,0.0721,929.2,A,1 year,MORTGAGE,310000.0,Fully Paid,debt_consolidation,15.17,0,0.506,23
30000,60,0.22469999,836.61,E,10+ years,MORTGAGE,130000.0,Fully Paid,debt_consolidation,20.26,1,0.751,55
6000,36,0.0735,186.23,A,10+ years,RENT,52000.0,Charged Off,major_purchase,20.93,0,0.26,5
4875,36,0.0999,157.28,B,9 years,MORTGAGE,55000.0,Fully Paid,debt_consolidation,24.92,1,0.794,35
9000,36,0.0766,280.62,A,3 years,RENT,22000.0,Fully Paid,credit_card,7.25,0,0.347,7
16000,36,0.121199995,532.35,B,,MORTGAGE,70248.0,Fully Paid,debt_consolidation,32.68,0,0.899,40
7500,36,0.2,278.73,D,10+ years,MORTGAGE,65000.0,Charged Off,other,30.71,0,0.72099996,22
5000,36,0.1062,162.8,B,10+ years,MORTGAGE,58000.0,Fully Paid,small_business,9.43,2,0.152,28
10000,60,0.18059999,254.27,D,10+ years,MORTGAGE,45000.0,Charged Off,debt_consolidation,19.55,2,0.269,23
20000,60,0.16780001,494.69,C,5 years,MORTGAGE,98000.0,Fully Paid,other,11.59,0,0.49400002,14
28000,36,0.079,876.13,A,7 years,MORTGAGE,102000.0,Fully Paid,debt_consolidation,7.52,0,0.148,46
4800,36,0.088999994,152.42,A,8 years,MORTGAGE,70000.0,Charged Off,home_improvement,10.03,0,0.78099996,12
10000,36,0.0797,313.23,A,5 years,OWN,70000.0,Fully Paid,home_improvement,10.75,0,0.0,12
9100,60,0.1777,229.95,D,9 years,MORTGAGE,56750.0,Charged Off,home_improvement,15.16,0,0.584,15
30000,60,0.1899,778.06,F,10+ years,RENT,104004.0,Charged Off,other,5.67,1,0.791,11
10300,36,0.106400006,335.46,B,6 years,RENT,31000.0,Fully Paid,debt_consolidation,13.39,0,0.588,14
4000,36,0.1114,131.23,B,10+ years,MORTGAGE,47000.0,Fully Paid,debt_consolidation,4.52,1,0.363,13
20000,36,0.123500004,667.64,B,2 years,RENT,50000.0,Fully Paid,debt_consolidation,29.12,0,0.593,21
5000,36,0.079,156.46,A,10+ years,MORTGAGE,67000.0,Fully Paid,debt_consolidation,13.7,1,0.0,16
15000,36,0.121199995,499.08,B,1 year,MORTGAGE,55000.0,Fully Paid,debt_consolidation,4.84,0,0.36200002,21
3000,36,0.13159999,101.32,C,< 1 year,OWN,49140.0,Fully Paid,home_improvement,0.56,0,0.53900003,4
15000,36,0.1602,527.51,C,6 years,RENT,35000.0,Fully Paid,credit_card,28.5,0,0.574,10
10000,36,0.088999994,317.54,A,3 years,RENT,50000.0,Fully Paid,debt_consolidation,3.0,0,0.355,12
4800,36,0.2291,185.59,E,1 year,RENT,15000.0,Fully Paid,major_purchase,24.4,0,0.436,13
4000,36,0.1311,134.99,B,5 years,RENT,35000.0,Fully Paid,debt_consolidation,21.5,0,0.471,16
4000,36,0.143,137.3,C,< 1 year,RENT,29000.0,Fully Paid,debt_consolidation,12.66,0,0.24,21
2400,36,0.1359,81.55,C,4 years,RENT,17000.0,Fully Paid,debt_consolidation,9.89,0,0.39,12
4800,36,0.0788,150.15,A,< 1 year,RENT,65000.0,Fully Paid,credit_card,10.19,0,0.382,52
5000,36,0.070700005,154.55,A,< 1 year,MORTGAGE,76000.0,Fully Paid,other,10.25,0,0.048,38
5500,36,0.0766,171.49,A,5 years,RENT,42000.0,Fully Paid,car,3.23,0,0.311,11
15000,36,0.066199996,460.56,A,10+ years,MORTGAGE,120000.0,Fully Paid,credit_card,13.19,0,0.368,38
19750,36,0.0967,634.23,B,7 years,RENT,54000.0,Fully Paid,debt_consolidation,26.68,0,0.203,37
10000,36,0.060300004,304.36,A,10+ years,MORTGAGE,100000.0,Fully Paid,home_improvement,3.34,0,0.003,23
12000,60,0.1427,280.91,C,6 years,MORTGAGE,72000.0,Fully Paid,debt_consolidation,20.63,0,0.737,25
17000,60,0.1479,402.56,C,4 years,RENT,72000.0,Charged Off,debt_consolidation,11.52,0,0.55799997,18
20000,60,0.2,529.88,D,5 years,RENT,61000.0,Charged Off,debt_consolidation,14.4,0,0.21,16
16000,60,0.1261,360.87,C,4 years,MORTGAGE,55000.0,Charged Off,other,19.7,0,0.97099996,26
28200,60,0.22399999,785.29,E,10+ years,RENT,63000.0,Charged Off,debt_consolidation,24.69,0,0.584,28
20000,36,0.121199995,665.44,B,7 years,MORTGAGE,70000.0,Fully Paid,debt_consolidation,8.08,0,0.667,13
10000,36,0.0721,309.74,A,,MORTGAGE,60000.0,Fully Paid,credit_card,10.5,0,0.438,25
12000,36,0.1262,402.14,C,10+ years,MORTGAGE,75000.0,Fully Paid,debt_consolidation,13.57,3,0.42099997,32
15000,60,0.3065,491.31,F,10+ years,RENT,60452.0,Fully Paid,debt_consolidation,20.98,2,0.684,36
8475,36,0.158,297.12,C,6 years,MORTGAGE,86000.0,Charged Off,debt_consolidation,19.03,0,0.731,31
35000,36,0.158,1227.05,C,< 1 year,MORTGAGE,107536.0,Fully Paid,credit_card,15.48,0,0.88,18
4200,36,0.121199995,139.75,B,5 years,RENT,66000.0,Fully Paid,debt_consolidation,27.68,0,0.825,29
10000,36,0.1262,335.12,C,10+ years,RENT,160000.0,Fully Paid,credit_card,18.43,0,0.59599996,32
8875,36,0.1409,303.72,B,4 years,OWN,25872.0,Fully Paid,debt_consolidation,30.52,0,0.77599996,14
15000,60,0.1505,357.25,C,5 years,OWN,35000.0,Fully Paid,credit_card,26.3,0,0.25,22
6000,36,0.1408,205.3,C,4 years,RENT,34000.0,Charged Off,debt_consolidation,24.6,0,0.414,12
12800,36,0.088999994,406.45,A,10+ years,OWN,44000.0,Fully Paid,moving,3.93,0,0.154,13
20000,60,0.1825,510.6,D,< 1 year,RENT,60000.0,Charged Off,debt_consolidation,11.92,0,0.927,18
25000,60,0.16399999,613.28,E,6 years,RENT,119400.0,Charged Off,debt_consolidation,3.33,0,0.727,9
6400,60,0.13350001,146.77,C,5 years,MORTGAGE,54996.0,Fully Paid,other,13.7,0,0.24299999,16
28000,36,0.1433,961.47,C,2 years,RENT,92000.0,Fully Paid,debt_consolidation,12.51,0,0.81,23
23000,36,0.088999994,730.33,A,10+ years,RENT,73000.0,Fully Paid,debt_consolidation,16.93,1,0.465,21
1200,36,0.16780001,42.66,C,2 years,RENT,40000.0,Fully Paid,debt_consolidation,5.87,0,0.412,5
40000,36,0.0797,1252.91,A,6 years,MORTGAGE,84000.0,Fully Paid,debt_consolidation,20.53,0,0.766,22
25000,60,0.2148,683.11,E,< 1 year,RENT,105000.0,Fully Paid,debt_consolidation,23.35,1,0.145,38
12800,60,0.1299,291.18,C,8 years,MORTGAGE,115000.0,Fully Paid,debt_consolidation,20.32,0,0.337,63
9050,36,0.0925,288.85,A,,MORTGAGE,34000.0,Fully Paid,credit_card,25.52,1,0.192,42
7500,36,0.099300005,241.76,B,10+ years,MORTGAGE,67750.0,Fully Paid,other,11.53,0,0.32,18
14000,36,0.15100001,486.01,C,< 1 year,MORTGAGE,37400.0,Charged Off,debt_consolidation,25.57,1,0.387,20
24000,60,0.1311,547.43,B,< 1 year,RENT,130000.0,Fully Paid,debt_consolidation,7.04,0,0.35099998,24
35000,36,0.15100001,1215.01,C,10+ years,MORTGAGE,90000.0,Fully Paid,debt_consolidation,26.9,0,0.485,31
16000,36,0.066199996,491.26,A,9 years,MORTGAGE,102000.0,Fully Paid,credit_card,11.62,0,0.78699994,31
10750,36,0.0699,331.88,A,10+ years,MORTGAGE,100000.0,Fully Paid,debt_consolidation,21.53,0,0.17799999,23
10000,36,0.066199996,307.04,A,8 years,MORTGAGE,42000.0,Fully Paid,credit_card,22.86,3,0.292,28
24000,36,0.0797,751.75,A,7 years,MORTGAGE,125000.0,Fully Paid,credit_card,11.77,0,0.84300005,37
12175,36,0.1875,444.75,D,8 years,MORTGAGE,35000.0,Fully Paid,other,26.03,0,0.505,26
21000,36,0.1399,717.63,C,7 years,RENT,91829.92,Fully Paid,debt_consolidation,15.35,0,0.606,16
8000,36,0.119899996,265.68,B,7 years,RENT,75000.0,Fully Paid,debt_consolidation,25.04,0,0.705,18
14400,36,0.088999994,457.25,A,1 year,MORTGAGE,65000.0,Fully Paid,debt_consolidation,26.14,0,0.74300003,17
10000,36,0.1359,339.79,C,10+ years,MORTGAGE,120000.0,Fully Paid,debt_consolidation,14.57,1,0.96699995,39
15000,36,0.053200003,451.73,A,10+ years,MORTGAGE,200000.0,Fully Paid,debt_consolidation,14.96,0,0.25,36
11000,36,0.1433,377.72,C,5 years,MORTGAGE,45000.0,Fully Paid,debt_consolidation,21.57,0,0.83699995,17
2400,36,0.0797,75.18,A,3 years,RENT,85000.0,Charged Off,home_improvement,16.8,0,0.108,44
14400,60,0.245,418.45,F,2 years,RENT,40976.0,Charged Off,credit_card,30.75,0,0.77199996,35
25000,60,0.1433,586.0,C,10+ years,MORTGAGE,70800.0,Fully Paid,debt_consolidation,15.68,0,0.70199996,24
12300,36,0.121199995,409.25,B,1 year,OWN,52000.0,Fully Paid,debt_consolidation,29.09,0,0.72099996,21
11200,60,0.1408,261.07,C,10+ years,MORTGAGE,96000.0,Fully Paid,debt_consolidation,28.84,2,0.64199996,43
15000,36,0.1311,506.21,B,5 years,MORTGAGE,170000.0,Fully Paid,debt_consolidation,6.74,0,0.527,29
7200,36,0.121199995,239.56,B,,RENT,18600.0,Charged Off,other,9.68,0,0.522,9
5000,36,0.1287,168.17,C,2 years,OWN,36000.0,Fully Paid,major_purchase,8.7,1,0.31,8
30000,36,0.119899996,996.29,B,8 years,RENT,200000.0,Charged Off,credit_card,8.07,0,0.256,19
22125,60,0.1602,538.28,C,10+ years,MORTGAGE,115000.0,Fully Paid,debt_consolidation,25.44,0,0.965,26
21850,36,0.192,803.15,D,7 years,RENT,50000.0,Charged Off,debt_consolidation,29.72,1,0.47599998,12
24000,36,0.079,750.97,A,3 years,MORTGAGE,55000.0,Fully Paid,home_improvement,12.41,0,0.335,14
35000,60,0.2149,956.55,E,< 1 year,MORTGAGE,102500.0,Fully Paid,credit_card,10.91,0,0.644,32
10400,60,0.1505,247.69,C,3 years,MORTGAGE,54000.0,Fully Paid,debt_consolidation,28.13,0,0.635,14
24000,60,0.1433,562.56,C,7 years,OWN,82000.0,Fully Paid,home_improvement,15.26,0,0.282,32
18000,60,0.1349,414.09,C,7 years,MORTGAGE,129000.0,Charged Off,debt_consolidation,6.54,0,0.553,17
12000,36,0.097600006,385.86,B,10+ years,RENT,53000.0,Fully Paid,credit_card,14.1,0,0.816,36
10000,36,0.121199995,332.72,B,,RENT,35000.0,Fully Paid,credit_card,18.47,0,0.706,17
21000,36,0.060300004,639.15,A,2 years,MORTGAGE,116464.0,Fully Paid,debt_consolidation,6.64,0,0.061,21
20000,36,0.1359,679.58,C,< 1 year,RENT,40000.0,Fully Paid,credit_card,3.66,1,0.21,6
3500,36,0.0735,108.64,A,4 years,MORTGAGE,45000.0,Fully Paid,debt_consolidation,16.27,2,0.35900003,17
20000,36,0.1305,674.37,B,10+ years,RENT,70000.0,Fully Paid,credit_card,16.18,0,0.83199996,11
